58
Hu          0.545	0.583	0.565	0.583	0.609	0.565	0.615	0.545	0.5	0.5	0.524	0.565	0.545	0.565	0.583	0.583	0.583	0.583	0.542	0.5	0.5	0.5	0.5	0.5	0.5	0.524	0.5	0.571	0.524	0.524	0.75	0.75	0.75	0.727	0.538	0.5	0.0	0.158	0.312	0.3	0.238	0.273	0.455	0.333	0.333	0.333	0.263	0.316	0.316	0.316	0.316	0.381	0.7	0.682	0.667	0.476	0.444	0.444
KhB          0.571	0.571	0.571	0.571	0.636	0.571	0.591	0.55	0.524	0.524	0.526	0.55	0.526	0.55	0.55	0.55	0.55	0.55	0.524	0.474	0.474	0.474	0.474	0.526	0.526	0.421	0.474	0.474	0.474	0.474	0.778	0.778	0.636	0.727	0.5	0.5	0.158	0.0	0.375	0.263	0.2	0.238	0.4	0.35	0.35	0.35	0.176	0.235	0.235	0.235	0.235	0.316	0.533	0.529	0.667	0.368	0.412	0.412
Est          0.5	0.5	0.5	0.5	0.526	0.5	0.5	0.5	0.476	0.476	0.412	0.444	0.412	0.444	0.444	0.444	0.444	0.444	0.45	0.421	0.421	0.421	0.421	0.412	0.412	0.474	0.444	0.474	0.474	0.474	0.714	0.714	0.6	0.556	0.421	0.444	0.312	0.375	0.0	0.125	0.25	0.25	0.444	0.412	0.412	0.412	0.438	0.4	0.4	0.4	0.4	0.412	0.5	0.5	0.684	0.562	0.444	0.444
Fin          0.524	0.524	0.524	0.524	0.571	0.524	0.545	0.524	0.5	0.5	0.474	0.5	0.474	0.5	0.5	0.5	0.5	0.5	0.476	0.45	0.45	0.45	0.45	0.474	0.474	0.45	0.5	0.421	0.5	0.5	0.778	0.778	0.545	0.636	0.429	0.45	0.3	0.263	0.125	0.0	0.2	0.2	0.4	0.35	0.35	0.35	0.368	0.333	0.333	0.333	0.333	0.316	0.467	0.471	0.65	0.421	0.474	0.474
mM          0.524	0.524	0.524	0.524	0.591	0.524	0.545	0.5	0.476	0.476	0.474	0.5	0.474	0.5	0.5	0.5	0.5	0.5	0.476	0.421	0.421	0.421	0.421	0.474	0.474	0.35	0.4	0.45	0.4	0.4	0.667	0.667	0.583	0.667	0.455	0.45	0.238	0.2	0.25	0.2	0.0	0.048	0.333	0.238	0.238	0.238	0.25	0.211	0.211	0.211	0.211	0.286	0.438	0.444	0.6	0.35	0.368	0.368
Ud          0.476	0.476	0.476	0.476	0.545	0.476	0.5	0.524	0.5	0.5	0.421	0.45	0.421	0.45	0.45	0.45	0.45	0.45	0.429	0.45	0.45	0.45	0.45	0.421	0.421	0.3	0.35	0.4	0.35	0.35	0.667	0.667	0.583	0.667	0.409	0.4	0.273	0.238	0.25	0.2	0.048	0.0	0.286	0.273	0.273	0.273	0.286	0.25	0.25	0.25	0.25	0.238	0.375	0.389	0.6	0.381	0.4	0.4
Yu          0.476	0.5	0.476	0.5	0.545	0.476	0.5	0.545	0.542	0.542	0.474	0.5	0.474	0.524	0.5	0.524	0.5	0.5	0.476	0.524	0.524	0.524	0.524	0.524	0.524	0.409	0.409	0.476	0.381	0.381	0.6	0.6	0.615	0.615	0.478	0.5	0.455	0.4	0.444	0.4	0.333	0.286	0.0	0.364	0.364	0.364	0.333	0.25	0.3	0.3	0.3	0.238	0.438	0.444	0.571	0.55	0.429	0.429
Ev1          0.5	0.5	0.5	0.455	0.524	0.5	0.522	0.476	0.429	0.429	0.5	0.524	0.5	0.524	0.524	0.524	0.524	0.524	0.524	0.474	0.474	0.474	0.474	0.571	0.571	0.333	0.333	0.429	0.4	0.4	0.6	0.6	0.643	0.643	0.545	0.524	0.333	0.35	0.412	0.35	0.238	0.273	0.364	0.0	0.0	0.0	0.19	0.15	0.15	0.15	0.15	0.286	0.588	0.611	0.619	0.421	0.45	0.45
Ev2          0.5	0.5	0.5	0.455	0.524	0.5	0.522	0.476	0.429	0.429	0.5	0.524	0.5	0.524	0.524	0.524	0.524	0.524	0.524	0.474	0.474	0.474	0.474	0.571	0.571	0.333	0.333	0.429	0.4	0.4	0.6	0.6	0.643	0.643	0.545	0.524	0.333	0.35	0.412	0.35	0.238	0.273	0.364	0.0	0.0	0.0	0.19	0.15	0.15	0.15	0.15	0.286	0.588	0.611	0.619	0.421	0.45	0.45
Ek          0.5	0.5	0.5	0.455	0.524	0.5	0.522	0.476	0.429	0.429	0.5	0.524	0.5	0.524	0.524	0.524	0.524	0.524	0.524	0.474	0.474	0.474	0.474	0.571	0.571	0.333	0.333	0.429	0.4	0.4	0.6	0.6	0.643	0.643	0.545	0.524	0.333	0.35	0.412	0.35	0.238	0.273	0.364	0.0	0.0	0.0	0.19	0.15	0.15	0.15	0.15	0.286	0.588	0.611	0.619	0.421	0.45	0.45
Ya          0.524	0.524	0.524	0.476	0.55	0.524	0.545	0.5	0.45	0.45	0.526	0.55	0.526	0.55	0.55	0.55	0.55	0.55	0.55	0.5	0.5	0.5	0.5	0.526	0.526	0.35	0.35	0.45	0.421	0.421	0.556	0.556	0.583	0.583	0.524	0.5	0.263	0.176	0.438	0.368	0.25	0.286	0.333	0.19	0.19	0.19	0.0	0.105	0.056	0.056	0.056	0.211	0.562	0.588	0.619	0.389	0.389	0.389
Uz          0.5	0.5	0.5	0.45	0.526	0.5	0.524	0.474	0.421	0.421	0.471	0.5	0.471	0.5	0.5	0.5	0.5	0.5	0.5	0.438	0.438	0.438	0.438	0.5	0.5	0.316	0.316	0.421	0.353	0.353	0.6	0.6	0.5	0.5	0.5	0.474	0.316	0.235	0.4	0.333	0.211	0.25	0.25	0.15	0.15	0.15	0.105	0.0	0.056	0.056	0.056	0.211	0.533	0.562	0.619	0.353	0.353	0.353
Kaz          0.5	0.5	0.5	0.45	0.526	0.5	0.524	0.474	0.421	0.421	0.5	0.526	0.5	0.526	0.526	0.526	0.526	0.526	0.526	0.471	0.471	0.471	0.471	0.5	0.5	0.316	0.316	0.421	0.389	0.389	0.556	0.556	0.583	0.583	0.5	0.474	0.316	0.235	0.4	0.333	0.211	0.25	0.3	0.15	0.15	0.15	0.056	0.056	0.0	0.0	0.0	0.167	0.533	0.562	0.6	0.353	0.353	0.353
Kyr          0.5	0.5	0.5	0.45	0.526	0.5	0.524	0.474	0.421	0.421	0.5	0.526	0.5	0.526	0.526	0.526	0.526	0.526	0.526	0.471	0.471	0.471	0.471	0.5	0.5	0.316	0.316	0.421	0.389	0.389	0.556	0.556	0.583	0.583	0.5	0.474	0.316	0.235	0.4	0.333	0.211	0.25	0.3	0.15	0.15	0.15	0.056	0.056	0.0	0.0	0.0	0.167	0.533	0.562	0.6	0.353	0.353	0.353
Tur          0.5	0.5	0.5	0.45	0.526	0.5	0.524	0.474	0.421	0.421	0.5	0.526	0.5	0.526	0.526	0.526	0.526	0.526	0.526	0.471	0.471	0.471	0.471	0.5	0.5	0.316	0.316	0.421	0.389	0.389	0.556	0.556	0.583	0.583	0.5	0.474	0.316	0.235	0.4	0.333	0.211	0.25	0.3	0.15	0.15	0.15	0.056	0.056	0.0	0.0	0.0	0.167	0.533	0.562	0.6	0.353	0.353	0.353
Bur          0.45	0.476	0.45	0.476	0.524	0.45	0.476	0.524	0.522	0.522	0.474	0.5	0.474	0.524	0.5	0.524	0.5	0.5	0.476	0.524	0.524	0.524	0.524	0.5	0.5	0.35	0.35	0.45	0.3	0.3	0.667	0.667	0.692	0.692	0.455	0.4	0.381	0.316	0.412	0.316	0.286	0.238	0.238	0.286	0.286	0.286	0.211	0.211	0.167	0.167	0.167	0.0	0.5	0.5	0.579	0.474	0.368	0.368
cB          0.5	0.48	0.5	0.417	0.522	0.458	0.458	0.609	0.636	0.636	0.5	0.474	0.444	0.5	0.526	0.55	0.526	0.526	0.55	0.588	0.588	0.588	0.588	0.6	0.6	0.444	0.5	0.471	0.529	0.529	0.75	0.75	0.444	0.556	0.55	0.619	0.7	0.533	0.5	0.467	0.438	0.375	0.438	0.588	0.588	0.588	0.562	0.533	0.533	0.533	0.533	0.5	0.0	0.158	0.696	0.611	0.588	0.588
wB          0.52	0.5	0.52	0.44	0.52	0.48	0.48	0.625	0.565	0.565	0.526	0.5	0.474	0.524	0.55	0.571	0.55	0.55	0.476	0.5	0.5	0.5	0.5	0.55	0.55	0.389	0.444	0.412	0.444	0.444	0.75	0.75	0.444	0.556	0.476	0.571	0.682	0.529	0.5	0.471	0.444	0.389	0.444	0.611	0.611	0.611	0.588	0.562	0.562	0.562	0.562	0.5	0.158	0.0	0.708	0.667	0.5	0.5
Wo          0.577	0.593	0.593	0.607	0.6	0.593	0.593	0.5	0.577	0.577	0.583	0.56	0.6	0.56	0.577	0.593	0.577	0.577	0.654	0.619	0.619	0.619	0.619	0.6	0.6	0.565	0.545	0.609	0.682	0.682	0.4	0.4	0.667	0.643	0.593	0.63	0.667	0.667	0.684	0.65	0.6	0.6	0.571	0.619	0.619	0.619	0.619	0.619	0.6	0.6	0.6	0.579	0.696	0.708	0.0	0.636	0.65	0.65
Mal          0.619	0.619	0.619	0.636	0.571	0.636	0.652	0.579	0.6	0.6	0.579	0.619	0.6	0.619	0.619	0.619	0.619	0.619	0.619	0.556	0.556	0.556	0.556	0.6	0.6	0.5	0.556	0.556	0.611	0.611	0.7	0.7	0.545	0.636	0.55	0.526	0.476	0.368	0.562	0.421	0.35	0.381	0.55	0.421	0.421	0.421	0.389	0.353	0.353	0.353	0.353	0.474	0.611	0.667	0.636	0.0	0.529	0.529
Arc          0.45	0.45	0.45	0.45	0.5	0.45	0.45	0.421	0.4	0.4	0.444	0.389	0.444	0.389	0.389	0.389	0.389	0.389	0.4	0.368	0.368	0.368	0.368	0.353	0.353	0.316	0.316	0.45	0.263	0.263	0.75	0.75	0.727	0.727	0.429	0.421	0.444	0.412	0.444	0.474	0.368	0.4	0.429	0.45	0.45	0.45	0.389	0.353	0.353	0.353	0.353	0.368	0.588	0.5	0.65	0.529	0.0	0.0
Lak          0.45	0.45	0.45	0.45	0.5	0.45	0.45	0.421	0.4	0.4	0.444	0.389	0.444	0.389	0.389	0.389	0.389	0.389	0.4	0.368	0.368	0.368	0.368	0.353	0.353	0.316	0.316	0.45	0.263	0.263	0.75	0.75	0.727	0.727	0.429	0.421	0.444	0.412	0.444	0.474	0.368	0.4	0.429	0.45	0.45	0.45	0.389	0.353	0.353	0.353	0.353	0.368	0.588	0.5	0.65	0.529	0.0	0.0
